name,album,artists,"""popularity""",disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date,track_number
Norma Jeane,Killin' Time,['The Gasoline Gypsies'],0.617233498,1,FALSE,0.614,0.899,0,-4.459,0,0.0987,0.0201,0.00018,0.0768,0.838,117.21,310027,4,2017,7/1/2017,6
The Dogs,The Devil's Buttermilk,['Preacher Boy'],0.078990499,1,FALSE,0.546,0.485,5,-9.396,0,0.045,0.193,0.298,0.112,0.381,141.389,291067,4,2000,1/1/2000,9
Jaywalkin,YaaaaaaaY,['Sweeneyfrod'],0.827215144,1,FALSE,0.422,0.539,6,-6.639,0,0.0625,0.00271,0.321,0.501,0.922,148.417,32969,1,2011,7/26/2011,10
Civilisation Virus,Limited Editions 1990-1994,['Alec Empire'],0.630135844,1,FALSE,0.298,0.33,1,-20.087,1,0.0549,0.136,0.853,0.105,0.0319,165.994,810227,4,2001,4/2/2001,8
Dark Was the Night Cold Was the Ground,"Blind Willie Johnson, Vol. 1 (1927-1929)",['Blind Willie Johnson'],0.412163592,1,FALSE,0.314,0.0561,2,-17.083,1,0.0435,0.989,0.0233,0.0999,0.166,84.52,198060,5,2013,2013,5
Sorry You're Blue,Eagle Rock Fire,['Joe Purdy'],0.671294086,1,FALSE,0.565,0.0529,2,-16.501,1,0.0381,0.877,7.27E-05,0.36,0.174,110.799,267657,3,2014,7/8/2014,9
Mientras Espero,Nubes de Papel,['DePedro'],0.409947572,1,FALSE,0.647,0.792,0,-10.653,1,0.0354,0.131,0.892,0.217,0.5,133.58,355200,4,2010,10/26/2010,10
Seeking For Love,Witness,['Amelia'],0.998132038,1,FALSE,0.741,0.199,0,-14.072,0,0.0326,0.863,0,0.146,0.343,114.913,342373,4,2003,1/1/2003,7
One Direction,Beth Custer Doña Luz 30 Besos,['Beth Custer Doña Luz 30 Besos'],0.479031586,1,FALSE,0.537,0.529,1,-12.325,1,0.0423,0.157,0.818,0.17,0.46,135.709,276520,4,2000,1/1/2000,10
A Deeper Love - C+C Tribesman Mix,Ultimate Dance Divas,['Aretha Franklin'],0.496936834,1,FALSE,0.704,0.901,11,-4.666,0,0.0903,0.00241,2.83E-05,0.577,0.715,123.087,251000,4,2003,5/20/2003,1
"Vier letzte Lieder, Op. posth., TrV 296, AV 150: Beim Schlafengehn",Strauss: Four Last Songs; Orchesterlieder; Rosenkavalier Suite: Classic Library Series,"['Richard Strauss', 'Renée Fleming', 'Christoph Eschenbach']",0.03239514,1,FALSE,0.11,0.0886,1,-19.718,1,0.0454,0.982,0.554,0.133,0.0331,79.565,358707,3,2004,4/16/2004,3
Valencia Señorial,Bailables Latinas,['Fidel Funes Y Su Marimba Orquesta'],0.612545169,1,FALSE,0.785,0.923,8,-3.366,1,0.0342,0.101,0,0.298,0.963,105.054,178080,4,2012,2/20/2012,7
Lovable,The Indispensable Bix Beiderbecke (1925-1930),"['Paul Whiteman & His Orchestra', 'Bix Beiderbecke']",0.205761394,2,FALSE,0.671,0.383,5,-12.275,1,0.0385,0.971,0.0306,0.175,0.842,116.628,181427,4,1924,1924,7
Lost,The Essential Stabbing Westward,['Stabbing Westward'],0.258459018,1,FALSE,0.616,0.669,2,-12.187,1,0.0362,0.0773,0.815,0.335,0.0848,107.416,201267,1,1994,1994,1
My Mama's In Town,Pre-Victors: The Complete Set 1925-1927,['Fess Williams'],0.420624222,1,FALSE,0.657,0.178,3,-16.56,1,0.0562,0.996,0.526,0.178,0.645,108.686,177560,4,2007,5/29/2007,8
Itty Bitty Titty Louise,Pussy Whipped,['Larry Pierce'],0.07865096,1,FALSE,0.706,0.684,8,-6.483,1,0.0616,0.699,0,0.247,0.912,141.943,147800,4,2007,1/31/2007,10
"Aleko (Sung in Russian): Finale: Duet: It's time to go, my love, it's time! - (Young Gypsy, Aleko)",Rachmaninov: Aleko,"['Sergei Rachmaninoff', 'Sergey Murzaev', 'Evgeny Akimov', 'Gennady Bezzubenkov', 'Svetla Vassileva', 'Nadezhda Vasilieva', 'Torino Teatro Regio Chorus', 'BBC Philharmonic', 'Gianandrea Noseda']",0.478542231,1,FALSE,0.31,0.091,10,-22.033,1,0.0563,0.972,8.07E-05,0.203,0.074,79.978,289133,4,2010,4/27/2010,13
Midnight Train,Cotton Mouth Man,['James Cotton'],0.804858766,1,FALSE,0.544,0.896,4,-4.93,1,0.121,0.198,0.000521,0.0597,0.727,117.756,209013,4,2013,5/7/2013,2
Spirit,Spirit,['Ron Fattorusso'],0.478036946,1,FALSE,0.683,0.786,7,-7.948,1,0.042,0.0391,0.577,0.117,0.918,102.972,317307,4,2013,3/25/2013,1
Let It All Hang Out (Remix),Mood Swing,['The Nails'],0.262176112,1,FALSE,0.758,0.577,2,-8.523,1,0.05,0.00359,0.0435,0.127,0.685,120.08,391907,4,1984,1984,12
"Intro - Live Grand Forks, ND 3-26-04","Play Everywhere For Everyone - Grand Forks, ND 3-26-04",['Barenaked Ladies'],0.353376879,1,FALSE,0.445,0.502,1,-14.642,1,0.368,0.133,6.03E-05,0.5,0.297,168.73,159000,4,2006,4/4/2006,1
Dioxide - Plastic Brain,Into The Brain,['Cybertracks - Virtual Audio Project'],0.433745542,1,FALSE,0.65,0.41,5,-19.471,0,0.0447,0.107,0.376,0.0786,0.265,119.858,310733,4,1999,5/18/1999,2
Ubos Na Ang Pasensya,Barangay Hip-Hop,"['Salbakuta', 'Ogie Alcasid']",0.344147501,1,FALSE,0.786,0.711,5,-6.369,1,0.149,0.0468,0,0.0981,0.743,173.106,304400,4,2008,7/2/2008,15
In My Dreams,Dreamland,['Robert Miles'],0.148540335,1,FALSE,0.603,0.74,9,-12.039,0,0.0319,0.298,0.931,0.228,0.24,125.062,374867,4,1996,6/12/1996,5
Seize the Day (Bonus track),"Road Kill (Live at Melkweg, Amsterdam 2009) [Deluxe Edition]",['The Haunted'],0.566297187,1,FALSE,0.33,0.993,6,-4.037,1,0.131,2.02E-06,0.656,0.116,0.288,111.574,131560,4,2010,7/13/2010,20
215 - Verbrechen im Moorsteiner Wald - Teil 39,215/Verbrechen im Moorsteiner Wald,['TKKG'],0.246973593,1,FALSE,0.662,0.427,7,-12.192,1,0.878,0.652,0,0.118,0.784,83.58,94040,4,2020,7/24/2020,40
Bury the Cunt in Shit,Another Gory Mess,"[""Fuck I'm dead""]",0.235156111,1,TRUE,0.182,0.971,9,-2.395,0,0.087,1.42E-05,0.964,0.114,0.0385,135.267,81880,4,2012,11/12/2012,7
"Concerto Grosso No. 2 in F Major, Op. 6, No. 2: IV. Allegro",Corelli: Concerti Grossi op. 6,"['Arcangelo Corelli', 'Sigiswald Kuijken']",0.371237424,1,FALSE,0.637,0.244,4,-11.595,1,0.0349,0.903,0.00022,0.197,0.695,111.288,127600,4,1995,7/31/1995,8
Crystal Rain,System Duality,['Sympuls-E'],0.795946933,1,FALSE,0.384,0.969,9,-3.325,1,0.0932,0.00445,0.794,0.243,0.186,87.597,299649,4,2016,5/17/2016,2
"Péchés de vieillesse: No. 8, Prélude, thème et variations pour cor",Horn (Greatest Works),"['Gioachino Rossini', 'Peter Rösel', 'Peter Damm']",0.309647537,2,FALSE,0.301,0.018,0,-29.51,1,0.0544,0.995,0.949,0.0791,0.182,78.141,561373,4,1965,1965,16
"Divertimento No. 10 in F Major, K. 247, ""Lodron Night Music No. 1"": II. Andante grazioso","Mozart: Serenades No. 6 and 13, 'Eine Kleine Nachtmusik' / Divertimento No. 10","['Wolfgang Amadeus Mozart', 'Swedish Chamber Orchestra', 'Petter Sundkvist']",0.311714681,1,FALSE,0.254,0.0133,0,-27.054,1,0.0515,0.958,0.272,0.0754,0.0968,112.01,292133,1,2006,1/17/2006,9
Koxring,Auf Kosten Der Gesundheit,['Moderat'],0.277140356,1,FALSE,0.515,0.817,2,-9.087,1,0.0524,0.000793,0.899,0.12,0.0993,125.032,268853,4,2003,2/10/2003,1
Et voit le jour,Four Visions,"['Dave Liebman', 'Dave Binney', 'Donny McCaslin', 'Samuel Blais']",0.662110017,1,FALSE,0.473,0.15,7,-10.622,1,0.0325,0.987,0.848,0.0984,0.21,103.88,367667,3,2019,10/11/2019,4
"Introduzione e Rondo brillant in B-Flat Major, Op. 233",Czerny: Piano Concerto in D Minor,"['Carl Czerny', 'Rosemary Tuck', 'English Chamber Orchestra', 'Richard Bonynge']",0.074390771,1,FALSE,0.313,0.0753,5,-26.733,1,0.0356,0.958,0.91,0.0974,0.139,79.612,895587,4,2017,11/10/2017,1
Here I Am,Spirit,['Leona Lewis'],0.409520259,1,FALSE,0.566,0.212,10,-9.855,1,0.0372,0.794,0,0.106,0.0782,119.847,290480,4,2007,2007,13
"Trio Sonata in C Major, BWV 529: I. Allegro",Bach: Trio Sonatas,"['Johann Sebastian Bach', 'The Brook Street Band']",0.598371324,1,FALSE,0.478,0.295,11,-15.264,1,0.0363,0.836,0.0203,0.056,0.818,112.187,259773,3,2010,10/12/2010,13
Lunch Is My Reason,Too Dark to Blink,['TapWater'],0.441419056,1,FALSE,0.673,0.882,2,-5.991,0,0.0304,0.0636,0.863,0.17,0.967,111.094,271600,4,2011,6/10/2011,5
"Warum betrubst du dich, mein Herz, BWV 138: Recitative: Ei nun! (Alto)","Bach, J.S.: Cantatas, Vol. 8 - Bwv 8, 27, 51, 95, 99, 100, 138, 161","['Johann Sebastian Bach', 'Malin Hartelius', 'William Towers', 'James Gilchrist', 'Peter Harvey', 'The Monteverdi Choir', 'English Baroque Soloists', 'John Eliot Gardiner']",0.856059653,1,FALSE,0.478,0.0196,10,-30.703,0,0.0589,0.966,0,0.0891,0.156,53.741,21080,4,2000,1/1/2000,6
The Best Cup of Coffee in Tennessee,Quickies,['The Magnetic Fields'],0.416019077,1,FALSE,0.676,0.382,7,-7.346,1,0.0459,0.965,0.0145,0.0725,0.704,112.13,127013,4,2020,5/15/2020,19
These Are The Days,Changes,['Neal Francis'],0.961574532,1,FALSE,0.541,0.898,0,-5.689,1,0.0849,0.0834,0.000504,0.286,0.82,150.116,220667,4,2019,9/20/2019,4
Use Low Gear,Natijeh e Mozakerat (Outcome of Negotiations),['Kiosk'],0.567503677,1,FALSE,0.593,0.531,5,-7.857,1,0.0298,0.786,0.004,0.101,0.259,77.963,205253,4,2011,12/1/2011,8
Toe Cutter - Thumb Buster,Floating Coffin,['Thee Oh Sees'],0.19775349,1,FALSE,0.398,0.828,8,-8.511,1,0.057,0.0002,0.742,0.0984,0.463,109.308,212600,4,2013,4/16/2013,2
"Dulce Jesus mio [Bolivia, 17th Century] (arr. G. Herreid)",Los Ministriles in the New World,"['Anonymous\xa0', 'Grant Herreid', 'Piffaro']",0.539495174,1,FALSE,0.271,0.00997,3,-30.011,1,0.0461,0.988,0.697,0.0994,0.288,125.197,162120,4,2012,6/5/2012,24
Teach Me Tonight,Holly,['Holly Cole'],0.331789408,1,FALSE,0.543,0.243,1,-13.756,0,0.0513,0.859,7.04E-05,0.115,0.284,117.393,258520,1,2019,4/26/2019,6
Life's Been Good,Open Skies,['Gemstar'],0.186591459,1,FALSE,0.646,0.757,11,-9.025,0,0.142,0.113,1.02E-05,0.386,0.32,150.097,275040,4,2013,11/29/2013,3
Uncovered,Mother's Knife,['Nest'],0.142382175,1,FALSE,0.267,0.937,9,-3.216,1,0.0499,6.77E-05,0.000354,0.0694,0.583,170.887,166800,4,2016,11/4/2016,11
"Piano Sonata (Partita) No. 13 in G Major, Hob. XVI:6: III. Adagio","Haydn: Piano Sonatas, Vol. 7","['Franz Joseph Haydn', 'Jean-Efflam Bavouzet']",0.05130172,1,FALSE,0.418,0.0474,7,-28.434,0,0.0523,0.991,0.896,0.0595,0.0573,137.865,282360,3,2018,7/6/2018,9
"Oh, George",Foo Fighters,['Foo Fighters'],0.407594826,1,FALSE,0.436,0.919,0,-6.82,1,0.0407,9.51E-05,5.24E-06,0.0783,0.144,125.216,181800,4,1995,7/4/1995,8
Cooking,Capsule Losing Contact,['Duster'],0.236075727,2,FALSE,0.477,0.846,9,-7.489,1,0.0285,0.44,0.954,0.112,0.522,96.662,275467,4,2019,3/22/2019,7
I'm Not Her,Ease My Mind,['Michaela Anne'],0.89860026,1,FALSE,0.395,0.0773,9,-9.2,0,0.0344,0.914,0,0.184,0.295,173.527,241255,3,2014,4/8/2014,7
Wheels on the Disco Bus,Dance Party!,['Sing n Play'],0.716222385,2,FALSE,0.867,0.644,5,-8.953,1,0.0288,0.0318,0.000119,0.143,0.932,110.014,167960,4,2013,1/1/2013,13
Day By Day,The Spirit Soars,['Steve Hall'],0.767279474,1,FALSE,0.414,0.206,0,-20.301,1,0.0364,0.947,0.929,0.101,0.198,133.926,226747,4,1997,1997,15
The Lion King: Can You Feel the Love Tonight (in the style of Tchaikovsky),Heigh-Ho! Mozart - Favorite Disney Tunes in the Style of Great Classical Composers,"['Elton John', 'Donald Fraser', 'Paul Barritt', 'English Chamber Orchestra']",0.150802931,1,FALSE,0.146,0.085,10,-22.612,1,0.0423,0.954,0.793,0.0809,0.0843,82.82,297000,4,1995,1/1/1995,7
The Lathe of Heaven,Ghosts on Television,['Bride of Chaotica'],0.092409732,1,FALSE,0.252,0.606,1,-10.478,0,0.0438,0.0628,0.883,0.141,0.0794,116.274,245333,4,2017,1/14/2017,2
Requiem: Agnus Dei - Live,Fauré Requiem,"['Gabriel Fauré', 'The Sixteen', 'Academy of St. Martin in the Fields']",0.23746041,1,FALSE,0.0609,0.0732,2,-23.576,0,0.0479,0.962,0.723,0.0981,0.0333,62.093,314707,4,2007,1/1/2007,12
Saludo murguero,Rearrange My Heart,['Che Apalache'],0.79978412,1,FALSE,0.577,0.305,5,-18.095,1,0.165,0.977,9.96E-06,0.303,0.369,109.343,55787,3,2019,8/9/2019,1
Body Flow (Single Version),Body Flow,['Interface'],0.704639448,1,FALSE,0.64,0.94,10,-6.337,0,0.0333,0.000475,0.0561,0.316,0.307,132.008,267280,4,2010,2/16/2010,1
Sugar in the Wine,Another Round,['Horseshoes & Hand Grenades'],0.20205988,1,FALSE,0.673,0.447,9,-6.585,1,0.0414,0.395,0.00165,0.0708,0.838,119.577,195000,4,2012,6/1/2012,3
"Préludes, Book 2, L. 123: No. 7, La terrasse des audiences du clair de lune","Debussy: Solo Piano Music, Vol. 1","['Claude Debussy', 'Peter Frankl']",0.484460427,2,FALSE,0.447,0.0112,6,-27.304,1,0.0662,0.992,0.926,0.0678,0.0358,88.823,254973,3,1992,1/1/1992,7
Las Abejas (The Bees),Captain Corelli's Mandolin: Music From the Novels of Louis De Bernieres,"['Agustín Barrios Mangoré', 'Craig Ogden']",0.453937519,1,FALSE,0.226,0.137,2,-28.586,0,0.0371,0.98,0.908,0.094,0.302,94.329,132933,4,1999,11/1/1999,17
Young America,Suit of Swords,['Glowbug'],0.940106312,1,FALSE,0.346,0.685,10,-4.895,1,0.0353,0.00222,0.0336,0.0929,0.171,89.945,253028,4,2012,5/22/2012,13
Axe U a Question,This Could B Good... (Side A),['Brown Sam & Pham'],0.313165041,1,TRUE,0.835,0.707,0,-9.361,1,0.216,0.0141,0.000123,0.286,0.903,151.947,159848,4,2020,11/3/2020,22
Night Is Young,Debris,['Roman Candle'],0.63342393,1,FALSE,0.644,0.963,11,-5.167,0,0.0501,0.0197,0.0364,0.195,0.555,120.008,235867,4,2013,10/29/2013,4
4th Time,The Bird the Bridge the Wire,"[""Jenn's Apartment""]",0.409528315,1,FALSE,0.603,0.869,11,-9.158,0,0.08,0.0133,0.25,0.235,0.557,114.046,166447,4,2020,4/17/2020,8
Prescription For Life (feat. Debbi Blackwell-Cook) - C&W Extended Mix (Mixed),Defected presents Most Rated Ibiza 2018 (Mixed),"['Cambis & Wenzel', 'Debbi Blackwell-Cook']",0.058531096,3,FALSE,0.791,0.785,7,-9.107,1,0.0736,0.00491,0.435,0.117,0.572,124.001,371613,4,2018,7/27/2018,7
Beg For It,Shaking The Foundations,['Rough Trade'],0.602292666,1,FALSE,0.414,0.594,4,-6.788,1,0.0488,0.799,0,0.0728,0.505,202.686,174307,4,1982,1982,10
South City Midnight Lady - 2006 Remaster,Best of The Doobies,['The Doobie Brothers'],0.781072056,1,FALSE,0.59,0.399,0,-15.555,1,0.0283,0.261,2.76E-05,0.118,0.732,113.025,329280,4,1976,10/29/1976,9
Teach My Heart To Believe,Four Spacious Guys,"[""Marley's Ghost""]",0.599941952,1,FALSE,0.635,0.293,2,-13.219,1,0.0321,0.851,3.52E-06,0.174,0.906,107.877,179107,4,1996,1/1/1996,9
"Sonata No. 15 in F Major, K. 533/494: III. Rondo. Allegretto",Mozart: Piano Sonatas,"['Wolfgang Amadeus Mozart', 'Daniel-Ben Pienaar']",0.584631084,4,FALSE,0.367,0.0951,5,-22.707,1,0.0414,0.995,0.914,0.0959,0.347,78.284,351213,4,2011,2/8/2011,7
Merry Andrew,World's Greatest Piano Rags,"['George Gershwin', 'Richard Dowling']",0.598094327,1,FALSE,0.498,0.234,9,-18.628,1,0.0456,0.973,0.924,0.0749,0.836,156.424,112920,4,2004,1/1/2004,19
Can't Take This Life,One Sided War,['Michael Sweet'],0.643298682,1,FALSE,0.303,0.931,5,-3.91,0,0.193,8.43E-05,0.000939,0.137,0.431,194.849,216424,3,2016,8/26/2016,3
"Suite in E Minor, FbWV 627: II. Gigue","Froberger: Suites for Harpsichord, Vol. 1","['Johann Jakob Froberger', 'Gilbert Rowland']",0.394369712,1,FALSE,0.285,0.256,6,-17.449,1,0.0346,0.829,0.711,0.0776,0.515,107.156,92828,5,2019,4/19/2019,14
Chrysalis,Things You Learn,['Kirsten & Dave'],0.875822686,1,FALSE,0.579,0.273,7,-19.235,1,0.0309,0.788,2.64E-05,0.192,0.508,134.911,174827,4,2009,4/16/2009,6
Beautiful Day,Pickin' On U2 Volume 2: The Bluegrass Tribute,"[""Pickin' On Series""]",0.614601644,1,FALSE,0.53,0.391,2,-11.341,1,0.0338,0.501,0.873,0.0781,0.56,136.472,244320,4,2003,2003,4
"2 Chansons pour L'opéra de quat'sous: No. 2, La fiancée du pirate",Weill: Songs & Symphony No. 2,"['Kurt Weill', 'Diane Dufresne', 'Orchestre Métropolitain', 'Yannick Nézet-Séguin']",0.826352633,1,FALSE,0.445,0.292,5,-13.685,0,0.0658,0.901,1.70E-05,0.0744,0.171,115.383,225240,4,2005,3/1/2005,2
Never Seen The Rain,Never Seen The Rain (Alternate Version),['Tones And I'],0.471896455,1,FALSE,0.672,0.464,6,-5.624,0,0.037,0.43,0,0.284,0.271,92.069,200742,4,2020,2/21/2020,2
Lightnin',Americana: Musings on Jazz and Blues,['JD Allen'],0.155602631,1,FALSE,0.46,0.375,7,-11.885,1,0.031,0.44,0.521,0.11,0.313,97.33,343573,4,2016,5/20/2016,7
Do Ya Wanna Get Funky With Me - Original Mix,It's Wes Smith Yo - The Album,['Wes Smith'],0.18004452,1,FALSE,0.737,0.795,1,-7.458,1,0.0418,0.00126,0.0528,0.0652,0.699,127.991,258750,4,2015,3/2/2015,3
Manilla,The Only One,"['Kenny Barron', 'Ray Drummond', 'Ben Riley']",0.051422156,1,FALSE,0.479,0.312,5,-17.227,0,0.0395,0.901,0.777,0.147,0.483,160.799,309000,4,1990,6/6/1990,7
Jakov's Suite,The Loon,"[""Tapes 'n Tapes""]",0.924964082,1,FALSE,0.353,0.595,4,-9.079,1,0.0315,0.0222,0.00109,0.353,0.497,136.123,277813,3,2005,10/28/2005,11
House of Wheels,Indivisible (Original Game Soundtrack),['Hiroki Kikuta'],0.57126198,1,FALSE,0.6,0.794,2,-13.313,0,0.0336,0.629,0.844,0.285,0.381,127.989,128565,4,2019,10/7/2019,29
Good Luck,Player!,"['Nick Curran & The Nightlifes', 'Kim Wilson']",0.635404425,1,FALSE,0.489,0.576,0,-8.487,1,0.0488,0.6,2.71E-06,0.262,0.751,118.392,212973,4,2004,6/29/2004,11
Fight Song,Best of 2015,['Cimorelli'],0.313949291,1,FALSE,0.492,0.395,7,-11.563,1,0.0774,0.241,0,0.135,0.3,87.283,203244,4,2015,12/31/2015,4
Freut euch alle! (Othello),Helge Rosvaenge in Szenen aus Othello und Tosca,"['Chor und Orchester der Staatsoper Berlin', 'Helge Rosavaenge']",0.932370981,1,FALSE,0.362,0.559,8,-11.793,1,0.113,0.972,0.152,0.215,0.105,117.023,150107,4,2006,9/18/2006,2
At Least Look Me in the Eyes When You Kill Me,a beautiful tragedy,['death in december'],0.417916425,1,FALSE,0.356,0.914,10,-5.299,0,0.159,0.000746,0,0.0897,0.321,178.069,228267,4,2006,7/4/2006,3
10538 Overdrive,R M H Q: Headquarters,['Roy Montgomery'],0.286022311,2,FALSE,0.138,0.275,7,-12.017,1,0.0459,0.0399,0.925,0.0706,0.136,141.485,413187,4,2016,10/21/2016,2
String Quartet in D Major: II. Intermezzo: Andantino grazioso,Schoenberg: Chamber Music,"['Arnold Schoenberg', 'Schoenberg Quartet']",0.769126283,5,FALSE,0.1,0.00873,6,-33.838,0,0.0498,0.956,0.451,0.072,0.0726,78.592,290000,5,2001,8/1/2001,2
Ramblin' Blues,Live in England,['Mickey Newbury'],0.649993169,1,FALSE,0.327,0.0603,3,-20.639,1,0.0322,0.825,1.28E-05,0.766,0.0672,80.666,276587,4,2009,9/23/2009,6
"Honey Babe (Feat. Mary Flower, Rich DelGrosso, Martin Grosswendt)",The Ragpicker String Band,"['Ragpicker String Band', 'Mary Flower', 'Rich DelGrosso', 'Martin Grosswendt']",0.075995108,1,FALSE,0.49,0.503,2,-5.761,1,0.0348,0.839,0.000127,0.125,0.692,207.053,268453,4,2015,8/14/2015,1
Thru Your Phone,Invasion of Privacy,['Cardi B'],0.172980346,1,TRUE,0.837,0.549,0,-5.722,1,0.167,0.17,0,0.057,0.209,121.954,188524,4,2018,4/6/2018,12
Miss DJ,Do It for Love,['Daryl Hall & John Oates'],0.789590895,1,FALSE,0.679,0.891,10,-3.531,1,0.0339,0.0953,0,0.155,0.965,102.992,229213,4,2018,4/10/2018,8
Preyed Upon,Retrospective,['Malevolent Creation'],0.14014036,1,FALSE,0.233,0.974,9,-6.016,1,0.149,5.38E-06,0.949,0.1,0.282,114.863,303200,4,2004,2004,6
Running Into Lovey,Bus Window,['Dan Kaplan'],0.645465148,1,FALSE,0.362,0.0174,5,-17.58,1,0.0412,0.977,0.00171,0.166,0.195,184.813,198373,4,2008,11/15/2008,8
Main Street,Cruelty,['Southpaw Jones'],0.674380542,1,FALSE,0.487,0.215,8,-11.036,1,0.0276,0.837,5.66E-05,0.123,0.233,96.097,290480,4,2008,7/16/2008,12
The Divine Triumph,The Divine Triumph,['ACOD'],0.960987611,1,FALSE,0.473,0.95,0,-4.3,0,0.0864,5.78E-05,0.00394,0.0627,0.107,99.996,283107,4,2018,8/24/2018,8
"Prelude & Fugue in G Minor, BWV 885 (Arr. R. Huuck for Saxophone Quartet): I. Prelude",Revive,"['Johann Sebastian Bach', 'Ferio Saxophone Quartet']",0.848108353,1,FALSE,0.392,0.0871,0,-20.195,0,0.034,0.995,0.898,0.142,0.12,80.696,130200,4,2018,11/2/2018,5
Words as Weapons,Speak Volumes,['Old James'],0.888656981,1,FALSE,0.276,0.976,5,-3.619,0,0.161,0.0106,0.00442,0.346,0.245,179.955,201650,4,2017,6/2/2017,3
Under the Water,The Little Things,['Matt Koger'],0.433556317,1,FALSE,0.73,0.37,2,-9.642,1,0.0364,0.867,0,0.102,0.549,115.373,190827,4,2011,9/6/2011,4
"Lute Suite in E Minor, BWV 996 (arr. for guitar): III. Courante","Bach, J.S. : Lute Works, Vol. 1 - Suites, Bwv 995 and 996 / Partita, Bwv 997 / Prelude, Fugue and Allegro, Bwv 998","['Anonymous\xa0', 'Johann Sebastian Bach', 'Jason Vieaux']",0.733118884,1,FALSE,0.491,0.192,4,-21.319,0,0.0385,0.991,0.912,0.106,0.403,110.308,111533,4,2009,3/1/2009,10
Travel Around the World,Superclass,['Glow'],0.036690246,1,FALSE,0.361,0.667,0,-6.794,1,0.0273,0.0158,2.65E-06,0.157,0.269,155.353,217173,4,1999,7/29/1999,10
Johnny B Goode,Buddy Live: The Buddy Holly Story (1996 London Cast Recording),['Buddy Live - 1996 London Cast'],0.183695665,1,FALSE,0.292,0.885,9,-12.255,1,0.0594,0.238,3.77E-05,0.701,0.647,90.892,214933,4,1996,4/15/1996,25
Time On You,10 Months Ago EP,['Betsy Lane'],0.403153621,1,FALSE,0.624,0.328,9,-8.197,1,0.0282,0.442,0,0.1,0.222,118.003,294813,4,2013,1/3/2013,2
Visionary (Album Mix),Monstercat 015 - Outlook,['Monstercat'],0.897144076,1,FALSE,0.534,0.888,1,-7.226,1,0.1,0.00184,0.0531,0.258,0.175,127.984,4114506,4,2013,11/20/2013,32
Mrs Misery,Nova Oorala,['Dark Seed'],0.335823151,1,FALSE,0.389,0.58,9,-8.571,1,0.0295,0.00181,0.000404,0.154,0.524,169.66,270733,4,2004,10/12/2004,7
My Offence (feat. Krystle Warren) - David Morales Epic Red Zone Mix,My Offence,"['Hercules & Love Affair', 'Krystle Warren', 'David Morales']",0.38685355,1,TRUE,0.781,0.639,9,-7.355,1,0.0467,0.00106,0.231,0.101,0.289,120.026,457981,4,2014,9/1/2014,2
Summer,Five Year Plan,['Uberbyte'],0.569016518,1,FALSE,0.696,0.917,11,-6.806,0,0.0681,0.00133,0.00581,0.056,0.967,136.961,243427,4,2012,11/16/2012,5
All of Me,Atunluto,['Beautiful Nubia and the Roots Renaissance Band'],0.527372615,1,FALSE,0.669,0.895,0,-4.079,1,0.16,0.477,1.56E-05,0.219,0.917,103.009,246773,3,2018,9/6/2018,2
She's the One,Remember Me,['Roland Stone'],0.354284374,1,FALSE,0.314,0.58,3,-7.201,1,0.041,0.63,0.000482,0.26,0.384,205.718,206133,3,1993,3/9/1993,3
"Trio in E-Flat Major, K. 498 ""Kegelstatt"": III. Rondeau - Allegretto","Songs America Loves to Sing - Music for Winds, Strings and Piano","['Wolfgang Amadeus Mozart', 'Atlanta Chamber Players']",0.73698591,1,FALSE,0.337,0.0621,3,-22.689,1,0.0395,0.991,0.851,0.12,0.425,129.822,544733,4,2007,7/13/2007,3
Swag up (Waxx feat AP YG),Left Lane Music vol.1,['DJ KTONE'],0.003985871,1,FALSE,0.549,0.726,6,-6.548,0,0.409,0.222,0,0.392,0.558,150.183,236907,4,2011,11/15/2011,10
"Colombia Himno Nacional (National Anthem), ""The Fearful Night Came To An End…""","National Anthems Of The World, Vol. 2: Cambodia - France","['Slovak Radio Symphony Orchestra', 'Peter Breiner', 'Various Artists']",0.474869232,1,FALSE,0.582,0.151,3,-15.856,1,0.0346,0.942,0.685,0.109,0.501,105.17,163040,4,1998,2/4/1998,10
Where Angels Fear To Tread,The Beloved Few,['The Beloved Few'],0.403950302,1,FALSE,0.459,0.164,0,-13.839,1,0.0307,0.887,0,0.158,0.239,84.403,110333,4,1998,1/1/1998,7
Red Bull Blues,Gravity,['Rob Lutes'],0.633804538,1,FALSE,0.487,0.826,11,-11.095,0,0.0454,0.0201,0.583,0.0489,0.649,149.606,256667,4,2000,2000,10
Sixteen,Kubic's Monk,['Pierrick Pédron'],0.322653694,1,FALSE,0.574,0.431,10,-9.753,0,0.125,0.105,0.0331,0.0326,0.618,122.847,317617,4,2012,9/28/2012,8
End of the Trail of Tears,Oklahoma Guitar,['Edgar Cruz'],0.796139435,1,FALSE,0.647,0.155,11,-18.564,0,0.0745,0.942,0.939,0.084,0.0959,120.008,187573,4,2011,7/14/2011,11
